## log(Us)        xid       nh        (C/O)/(C/O)sol         mup      [OII]3727           Hb           [OIII]4959           [OIII]5007           [NII]6548           Ha           [NII]6584           [SII]6717           [SII]6731           NV1240           CIV1548           CIV1551           HeII1640           OIII]1661           OIII]1666           [SiIII]1883           SiIII]1888           CIII]1908 
 
   -1.0           0.3      1000           0.52               300      1.333e+06        1.847e+06        1.007e+07           3.032e+07            3.309e+04        5.236e+06       9.764e+04           4.873e+04           5.831e+04           6.668e+05        4.804e+05         4.899e+05         2.020e+05          2.414e+05           5.406e+05           1.124e+05             1.889e+05            1.348e+06 
   -1.0           0.3       100           0.38               100      8.992e+05        1.008e+06        4.946e+06           1.489e+07            2.015e+04        2.878e+06       5.947e+04           3.728e+04           2.879e+04           4.115e+05        3.139e+05         3.257e+05         3.737e+04          1.048e+05           2.325e+05           4.153e+04             7.292e+04            5.056e+05 
   -1.0           0.3       100           0.38               300      1.412e+06        1.821e+06        9.654e+06           2.906e+07            3.422e+04        5.198e+06       1.010e+05           7.502e+04           5.790e+04           6.669e+05        4.205e+05         4.483e+05         2.018e+05          2.180e+05           4.874e+05           6.527e+04             1.109e+05            8.962e+05 
   -1.0           0.3      1000           0.38               100      8.601e+05        1.011e+06        5.225e+06           1.573e+07            1.918e+04        2.866e+06       5.659e+04           2.457e+04           2.950e+04           4.053e+05        3.210e+05         3.329e+05         3.734e+04          1.172e+05           2.598e+05           6.646e+04             1.144e+05            5.553e+05 
   -1.0           0.3      1000           0.38               300      1.339e+06        1.829e+06        1.013e+07           3.050e+07            3.328e+04        5.187e+06       9.821e+04           4.945e+04           5.917e+04           6.685e+05        4.348e+05         4.617e+05         2.013e+05          2.405e+05           5.379e+05           1.103e+05             1.856e+05            9.712e+05 
   -1.0           0.3       100           0.27               100      9.010e+05        1.002e+06        4.960e+06           1.493e+07            2.023e+04        2.863e+06       5.969e+04           3.771e+04           2.913e+04           4.130e+05        2.935e+05         3.102e+05         3.734e+04          1.038e+05           2.298e+05           4.060e+04             7.144e+04            3.533e+05 
   -1.0           0.3       100           0.27               300      1.416e+06        1.810e+06        9.695e+06           2.918e+07            3.439e+04        5.170e+06       1.015e+05           7.594e+04           5.861e+04           6.683e+05        3.853e+05         4.241e+05         2.014e+05          2.167e+05           4.837e+05           6.409e+04             1.090e+05            6.279e+05 
   -1.0           0.3      1000           0.27               100      8.638e+05        1.005e+06        5.250e+06           1.580e+07            1.927e+04        2.850e+06       5.686e+04           2.487e+04           2.986e+04           4.067e+05        3.003e+05         3.178e+05         3.731e+04          1.166e+05           2.581e+05           6.534e+04             1.126e+05            3.896e+05 
   -1.0           0.3      1000           0.27               300      1.346e+06        1.819e+06        1.019e+07           3.068e+07            3.347e+04        5.157e+06       9.878e+04           5.009e+04           5.993e+04           6.700e+05        3.982e+05         4.375e+05         2.008e+05          2.400e+05           5.359e+05           1.087e+05             1.830e+05            6.826e+05 
   -1.0           0.3       100           0.20               100      9.029e+05        9.996e+05        4.975e+06           1.497e+07            2.030e+04        2.856e+06       5.989e+04           3.803e+04           2.937e+04           4.139e+05        2.788e+05         2.995e+05         3.734e+04          1.032e+05           2.284e+05           4.009e+04             7.062e+04            2.591e+05 
